instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
13457123,7443,276,3906,318
14002121,2798,269,1199,254
7152112,57587,2149,20333,1700
6434543,44654,1887,23122,1963
2452834,73991,2933,13059,3347
1666971,139046,4494,22446,5489
1843075,53141,10492,5060,1760
81099,10115,443,1137,360
110111,11740,715,1750,513
1077559,15480,1366,1904,750
3489577,29865,2654,3335,964
7326796,4100,1463,4379,179
7177493,776,48,2047,204
7165687,349,19,3709,240
7701350,375,13,7443,228
9266813,632,19,6052,181
7595818,311,44,6696,393
5205136,107801,4888,18052,5522
6242224,69943,932,12294,2159
8904248,5192,157,5128,597
6681953,45899,1989,12906,3491
4612729,85538,4643,27416,4073
5632982,60233,4024,30326,3509
8318033,49863,2478,21943,1496
5057515,37989,2887,31310,1279
9063596,11274,2087,1316,686
8430830,25363,529,3425,606
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7402,1151,140,165,133
29474,3002,324,309,330
22590,3871,182,714,251
830,254,9,13,8
5480,860,129,120,103
7329,436,61,37,60
830,592,76,47,78
13957,1310,144,214,115
6527,447,71,39,89
4049,589,74,39,58
828,163,13,12,21
10310,784,132,90,103
3217,447,61,28,54
7322,591,73,41,77
37664,801,106,136,76
3199,467,71,33,68
828,202,13,13,66
7348,598,72,45,27
3197,428,60,27,55
7337,620,72,42,77
830,166,12,12,19
3199,461,60,28,56
828,180,12,17,77
7418,626,75,41,21
3217,442,63,29,57
830,609,75,46,80
7357,175,12,11,18
3219,616,75,40,78
7357,415,63,29,68
4040,579,75,43,67
191367,24639,442,3329,719
550096,11260,451,1126,291
3815790,691,64,49,55
2303413,18156,523,2593,777
713553,55704,1747,7952,2738
748773,44406,1622,10822,2036
9621844,13938,323,4203,322
12886043,2266,202,1378,369
6413002,44721,1825,16493,1104
5458904,36189,1250,19890,1299
3698608,84924,2427,19160,3278
2398498,127811,3904,18876,3367
36661,122,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1007,3727,254,1328,295
4341775,40349,2420,23799,1935
1823879,50416,2469,11540,1945
4877069,88820,4049,23757,3323
5733838,70920,1189,22723,963
4325004,29396,1032,9106,655
3612845,24587,1376,9290,670
5154478,17556,745,6531,569
6185986,3448,191,6827,43
5847898,14994,838,7587,530
3573788,29147,1669,7297,961
5281400,20218,595,11338,286
7618695,2988,359,6852,169
6160455,7035,192,4706,319
4929985,17021,972,8785,499
8669210,7710,666,8279,339
8660150,3476,25,4444,95
5713761,30680,1049,8181,900
8261999,16043,767,9518,324
8511508,12512,349,7906,325
9007189,14686,885,8768,495
8372153,12799,625,6817,409
9034081,5585,95,9925,94
8454673,13136,611,10032,356
9135485,3447,322,5281,170
8587975,7151,185,5935,117
8021517,12624,732,8030,470
7221407,13577,584,7766,381
8518179,8025,359,6496,218
8647502,4349,322,4453,167
8374736,3823,112,4028,191
8695824,4030,272,5022,58
8708298,1271,120,3968,100
8575903,3832,265,4968,176
8487275,5784,454,4734,216
8584496,17595,664,8480,672
7879162,9691,555,7923,293
8512341,4673,391,6215,225
8601075,6631,316,4726,172
8639406,3866,58,4550,32
8640361,4552,360,4419,184
8684060,4420,169,4972,167
8345369,15677,448,9835,394
8841203,9989,452,10882,177
10022037,5511,341,6492,148
10297592,1993,11,4221,31
8966002,5136,18,5120,42
8848425,576,0,4150,13
8850816,2846,14,4372,26
8702169,3371,31,4732,40
5343868,5819,664,3567,472
8277798,5429,818,4905,375
8574408,5224,334,4535,191
8544699,5946,299,4797,221
8591741,3825,244,4548,98
8754285,4273,324,4703,198
7942365,24153,337,15590,639
7869126,21610,628,15861,290
6395930,21048,882,7009,930
7605103,21995,768,12012,352
7666782,53510,1508,15776,884
5276708,52798,1359,22561,1087
9704492,5673,123,451,109
9616439,7317,336,1226,372
10336237,17923,391,3884,381
10651772,17159,184,12739,462
8618134,26052,829,13140,792
3974275,65732,2031,11547,1847
1917828,64315,1963,13599,1693
5263698,36475,939,12723,1024
9032371,12558,199,28325,122
8693144,461,79,25773,16
8694824,839,142,25719,82
8666609,671,145,25275,102
8513763,619,76,25738,24
8744440,550,139,32111,83
10602202,768,151,25072,102
8360544,360,75,24831,26
8343011,546,131,24658,83
6954397,17788,750,22796,618
8142368,1454,161,24768,23
8331209,2277,190,25046,130
8114067,37384,415,27221,708
11013896,21238,275,2592,357
11545333,1128,106,179,89
9440716,1200,37,259,36
9144467,1017,111,103,98
9522303,9874,349,2779,363
8865653,63332,1210,16747,1077
6563273,69038,1725,22878,1139
6282566,25524,1582,28651,461
7307655,17801,1013,26815,525
8082476,27385,1246,23044,965
13162790,832,185,16092,437
11189263,353,167,15741,394
10684361,2805,294,19306,466
5902663,32400,706,11387,519
0,0,0,0,0
0,0,0,0,0
